所屬業管機關,業者編號,卡號,電子票證卡種,持卡身分,票種類型,票種次類型,搭乘路線代碼,搭乘路線名稱,搭乘附屬路線代碼,搭乘附屬路線名稱,搭乘公車路線方向,公車路線計費方式[0: ODFares 上下車刷卡格式; 1: ODTapOnceFares 上車刷卡格式; 2: StageFares 區間收費格式],上車站牌代碼,上車站牌名稱,上車計費站序資料,刷卡上車時間,下車站牌代碼,下車站牌名稱,下車站牌站序,刷卡下車時間,收費價格,優惠額度,轉乘代碼紀錄,優惠資訊,實際支付價格,是否包含異常值(係指上下站值為-99或上下車時間為1970-01-01 00:00:00之情況),檢核錯誤代碼[-2: 未經二階段檢核; -1: 路線資訊錯誤; 0: 驗證通過; 1: 站牌或站位資訊錯誤; 2: 業者與路線資訊不匹配; 3: 路線、站牌與業者資訊不匹配],檢核結果[0: 值域或各式檢核未通過; 1: 值域各式檢核通過但包含異常值; 2: 代碼或邏輯檢核未通過; 3: 值域格式及代碼邏輯皆通過],原始票證筆數,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
Authority,OperatorNo,ID,IDType,HolderType,TicketType,SubTicketType,RouteUID,RouteName,SubRouteUID,SubRouteName,Direction,FarePricingType,BoardingStopUID,BoardingStopName,BoardingStopSequence,BoardingTime,DeboardingStopUID,DeboardingStopName,DeboardingStopSequence,DeboardingTime,Price,Discount,TransferCode,DiscountInfo,PaymentPrice,IsAbnormal,ErrorCode,Result,TicketCount,SrcUpdateTime,UpdateTime,InfoDate
Kaohsiung,1307,689e9f42878ffa32b7fd1f6403a3619895dcdd3f64ab0830d8491f84340010ce,iPASS,C01,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,18.0,18.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c1d564d2cfd43036a4399279fe35f01d5f00f48597e3110e9b691e84ac4b6f47,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,1,0,KHH1085051842,五甲派出所,5,2024-07-31 06:00:00,KHH108505148252,義大世界站,16,2024-07-31 07:00:00,83.0,83.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ec8556e361be6838e17bc93170854eefe5d35fc867029bc5441ae838af300f62,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 06:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,abe9fffb30ad3e65fbbd82a8c711049d76a87b6bc52c5b641802d1b2cd8781e3,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,db3c2c5b9456a0342401bcda3f3969e41e0bb49e1b1caeef5f5fb1f4ceaf4ce0,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 17:00:00,KHH108501131452,購物廣場站,6,2024-07-31 18:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,538291133ef4d6ae5bcb39d782fe32be96c591c4c9beb562976d59a2b3a4c590,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 17:00:00,KHH108505107681,瑞隆東路口(南京路),11,2024-07-31 18:00:00,78.0,78.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ec0aaa9f6fadda42e9a473db42a18ffde169ab438f7a600a07982c4d6143ee70,iPASS,C01,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506115971,中山路(中正路口),5,2024-07-31 13:00:00,KHH10850688601,捷運青埔站,11,2024-07-31 13:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b3154aabacc9b3d4396c06d09251c95e47358e5569d67dcdf0cba94b2eb9fb07,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 22:00:00,KHH108501131452,購物廣場站,6,2024-07-31 22:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d92df7cabd2012c70c7f13f9a925cb5fc4c879a5d3e19d36e989d53591a0ce7d,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501148252,義大世界站,7,2024-07-31 14:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e78c2296dee6cdbb1be4c8029835f9feab7051cf69f98b7fd42be466ef73e17d,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d92df7cabd2012c70c7f13f9a925cb5fc4c879a5d3e19d36e989d53591a0ce7d,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 22:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 22:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,07fb4ee6844ff20a88616dffd5220425f2ce02bb7861683c4ed9ff6480afcdb4,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 11:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f1ba618fe3bf90c66976c14156ad22ba92cd7fc1b232f415194e15b6db19b83f,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ee8a66f9115b3dd2a157ed841a3723da9e3b3d3908de114d24e9979d5d8ca4ad,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 12:00:00,KHH108501131452,購物廣場站,6,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e4a5301c74ed22ad333e9d567533eb106ec30953ba3f20434f72ce2af31c863a,iPASS,C09,4,#KHH-399,KHH8503,8503,KHH8503,8503,0,0,KHH108503131641,樹德家商,10,2024-07-31 06:00:00,KHH108503131601,市政大樓(四維三路),17,2024-07-31 06:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a920f2554064b6cdaf5297d1a9d666cd5b7bc3f0668f2f1e881c128aed3c9504,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,1,0,KHH10850586672,協善堂,3,2024-07-31 06:00:00,KHH108505148252,義大世界站,16,2024-07-31 07:00:00,59.0,59.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3c214074a28cadf14dd888206c520091fd5574d58435e75b0f2a26c71f3846b6,iPASS,C02,1,,KHH8504,8504,KHH8504,8504,1,0,KHH108504131722,曹公路,6,2024-07-31 06:00:00,KHH108504148252,義大世界站,22,2024-07-31 07:00:00,25.0,25.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9e2490577d80e9684fa7a70cc5045ff96fa32adfa78b3f8c425326fdd0a5c5a8,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 06:00:00,KHH108501148252,義大世界站,7,2024-07-31 07:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fd861111f9a98af9dd19446760615944569ee8800ef01a4f10652960db5e09e2,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 09:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 09:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c04a490668aae64c99c0c5ebd254123ad60687aefdb7644a02727a8b1d837cde,icash,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 20:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e05409ba0f8c4fa73d73f069cfde9e94870c25fbb4c0325e046ec28de331adf8,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 14:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 15:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,70a3bd2d6a23132824eaa646df0f5ac8d69813a3e086b3ad17387255ce6ebff4,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 18:00:00,KHH108501148252,義大世界站,7,2024-07-31 19:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,41d361e5eade54b7e8335d8ef37c3bf432f6972f213eef1dcf870452929b6c91,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 07:00:00,KHH108506115971,中山路(中正路口),5,2024-07-31 07:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,91e5bad23f4f4e5a017b8ba5178afb584cbed7375550055796a9318dfa9fe040,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 07:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d9255313892a12743d3c7786b885dfe7438e0651c73e847712881745dba4f2c6,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 08:00:00,KHH100503123372,義大醫院,1,2024-07-31 09:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ae236679d66c19876387e0b8a1b1fd0d09e6a884b7aa456f5b7d2d7612f98f1e,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 13:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7e77ddf282ad6acc91348a6277fd7d0105b2123b993cd563a6775cffe585f609,iPASS,C01,1,,KHH5031,E03B燕巢快線,KHH5031,E03B燕巢快線,1,0,KHH105031133052,高鐵左營站,14,2024-07-31 09:00:00,KHH105031123372,義大醫院,1,2024-07-31 10:00:00,12.0,0.0,,,12.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6c7b7fd62a8c47510847bda5d34b2b43722a8b3d4e5d9c688ddcf999cd6d436a,iPASS,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 17:00:00,KHH10850669811,楠梓國小,8,2024-07-31 18:00:00,45.0,0.0,,,45.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6f3d3648d2caff46367150403c4bb2512cbfa187d5ca48700023d0eedb24361f,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506191591,大社果菜市場,4,2024-07-31 21:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 21:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,855f6660394b9c621155146885185e75fd0b4f9d94748630711d324cba109e38,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 11:00:00,KHH100503123372,義大醫院,1,2024-07-31 11:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e5fb3e31c968a2888a020451d6bc9da798f09f8c7f69c5377185fb26bcf148d7,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 13:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5f270df897be07b849f2585cf4a78b7cc215eaa7dc35b245b5fecfcacccc8599,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,69a7ed6e8f4201bf4e60bb893cc10d417dc4bc1c6a56f46919c28395929215ee,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 13:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 13:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5a2cbc124ac90aa3d1d368954ce40ee92335dc51c70f1f3462703a4ad4f32b8a,iPASS,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501148252,義大世界站,7,2024-07-31 13:00:00,19.0,19.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cb1a949ba15467e8eaf0ea3e4194b05e75269fb91b408505902b64da748cb9ee,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,1,0,KHH108506191582,大社果菜市場,18,2024-07-31 14:00:00,KHH108506115952,購物廣場站,20,2024-07-31 14:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d26c67e2486c6fbcb9ea23f184d1c4a986d6acb1143a177a87a32893d8ecf1e2,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,0ec4a6fef4eb223f0703a7a95d79808ed9b5cd7030924cbb591a55c3069c27b2,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,0,0,KHH108505131421,仁林路口(澄觀路二段),5,2024-07-31 12:00:00,KHH108505141121,衛武營都會公園(南京路),9,2024-07-31 13:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ecadd59b9394c469b683f6bb9f52bdbbd50427f6f475fbc91949134d637bac5c,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501148252,義大世界站,7,2024-07-31 14:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,19401e791e84854d5adf49ae04e96d9775ac310ea060e963b9f47ed75e6c1aed,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2f27f61e1705c6fed0c3298747141ca2a8cf92752bd617389a2d90fe7473c803,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2ea9cfa41f628539cca77b0d13b48118cdc64d4064bfed40a35a8345624c939d,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,0,0,KHH108502106021,新庄(鳳仁路),9,2024-07-31 06:00:00,KHH10850235301,金獅湖站,19,2024-07-31 06:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,56376a254d2172b5b46d1508d482450752e8f65023c25265822fb21fa998cc63,iPASS,C09,4,#SOU-999,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 13:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 13:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,44613bdf993397f90d8c01dfdef1c86448c3dd270294302f5f1de0b247908b16,EasyCard,A,1,,KHH8502,8502,KHH8502,8502,0,0,KHH108502148261,義大世界站,1,2024-07-31 15:00:00,KHH10850262021,義享天地,27,2024-07-31 17:00:00,59.0,0.0,,,59.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fe30ccceac13c24c4f189ab46cf90caa57564ad095ed896f7acb56abc0e671c1,iPASS,C09,4,#KHH-399,KHH5031,E03B燕巢快線,KHH5031,E03B燕巢快線,1,0,KHH105031133052,高鐵左營站,14,2024-07-31 21:00:00,KHH105031123462,樹德科技大學(校區),3,2024-07-31 21:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,63cce53b62974b7658062000d8da9ae1884be8be859cc3fff0bb39052158036f,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 08:00:00,KHH100503191972,樹德科技大學(橫山路),4,2024-07-31 09:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2a58dfae94a8746be9054a8d0a73b300434d195a578b543879e38c855d83eb48,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,0,0,KHH108505131421,仁林路口(澄觀路二段),5,2024-07-31 08:00:00,KHH108505141121,衛武營都會公園(南京路),9,2024-07-31 08:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,599d50088bb24668ec3230bf31fa325cac128461b0a041c8c46cfd09af576d83,iPASS,B,1,,KHH96,96,KHH96,96,1,0,KHH10009691232,鳳山厝,2,2024-07-31 10:00:00,KHH100096148242,義守大學站,10,2024-07-31 10:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a06de3c9e929ed6fbba469cb1872f86802fd88b7a0e34dd6ebdefc819ac9bcf5,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 11:00:00,KHH108506148252,義大世界站,21,2024-07-31 12:00:00,43.0,0.0,,,43.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ab1bbe1050a558a8e63c6ec967695f398d8e63e84840c85c3feffa19c169bfbe,iPASS,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506115981,高雄少年法院,6,2024-07-31 10:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 10:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,333c07885fedd977b8c604be1e601bd926beadd8a7e40369467b5117d0340323,iPASS,C09,4,#SOU-999,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,99d8d3b1939ba213dc86256f062721dfa34dee06798f9a4c10462eccfb2acc9e,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,12150c1c6fa32e68745c13e6e34ad3f01791cba3f032101c6d1ff31295f5782b,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a018a984c652abd6a7c36526dd51c16895edb448b20198ab7e1d44e989948742,iPASS,C09,4,#KHH-399,KHH8503,8503,KHH8503,8503,0,0,KHH108503131421,仁林路口(澄觀路二段),3,2024-07-31 06:00:00,KHH1085032421,民權一路,16,2024-07-31 06:00:00,69.0,69.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8484fa90839abb79aa77e692b38e02513f8fac7053724569c9f8ba031de2b850,iPASS,B,1,,KHH5031,E03B燕巢快線,KHH5031,E03B燕巢快線,1,0,KHH105031133052,高鐵左營站,14,2024-07-31 21:00:00,KHH105031123462,樹德科技大學(校區),3,2024-07-31 21:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6fe96c9fb8286b81abf86f1c1de7adad708d2fe24a5c72b718ea24a3076625fd,iPASS,A,1,,KHH8505,8505,KHH8505,8505,1,0,KHH1085059412,國軍高雄總醫院(捷運衛武營站),10,2024-07-31 15:00:00,KHH108505138692,古嚴寺,13,2024-07-31 15:00:00,31.0,0.0,,,31.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ef9cd172282d8fa226d2ec0d1816cea9640fb7c10ac4ffc0a0c3cd53da2e4714,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 08:00:00,KHH100503191972,樹德科技大學(橫山路),4,2024-07-31 08:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,47e12ba7ebe120643c88349328737cab0dd2a7feea18f2a70f59143862417766,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 09:00:00,KHH108501148252,義大世界站,7,2024-07-31 10:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,68407d8056ccbe7a4b36630d90049158375cb12d786c7b276ff6965fa24e7d2c,iPASS,C01,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 10:00:00,KHH100503123372,義大醫院,1,2024-07-31 10:00:00,12.0,0.0,,,12.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5c99a7698dcfc5f48713a01aa6f1486efdf0f1e5a7f291a7b5d262226d87d888,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501145831,博愛三路口,6,2024-07-31 18:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f73c9c1a34c975b5350ec0ac777587e489077a53c966a49cc06e052ce49d0659,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,0,0,KHH108502148261,義大世界站,1,2024-07-31 09:00:00,KHH108502192221,捷運巨蛋站(篤敬路口),30,2024-07-31 09:00:00,64.0,64.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
